p_transf,pathway,share
0.30000000000000004,M61A|B,0.001
0.30000000000000004,I32A|B,0.004
0.30000000000000004,J68A|B|C,0.0
0.30000000000000004,L65A|B,0.004
0.30000000000000004,I75A|B,0.0
0.30000000000000004,F11A|B,0.002
0.30000000000000004,L64A|B|C,0.007
0.30000000000000004,J10Z,0.003
0.30000000000000004,M04Z,0.003
0.30000000000000004,R62A|B,0.019
0.30000000000000004,I76A|B,0.0
0.30000000000000004,C62A|B,0.0
0.30000000000000004,I63A|B,0.0
0.30000000000000004,C10Z,0.001
0.30000000000000004,U63A|B,0.008
0.30000000000000004,F62A|B|C,0.01
0.30000000000000004,F13A|B,0.001
0.30000000000000004,I81Z,0.0
0.30000000000000004,F21A|B,0.003
0.30000000000000004,F05A|B,0.001
0.30000000000000004,I24Z,0.004
0.30000000000000004,U65Z,0.003
0.30000000000000004,F66A|B,0.004
0.30000000000000004,D12A|B,0.004
0.30000000000000004,I79A|B,0.0
0.30000000000000004,T01A|B|C,0.0
0.30000000000000004,N11Z,0.001
0.30000000000000004,L41Z,0.02
0.30000000000000004,H64A|B|C,0.0
0.30000000000000004,I30Z,0.003
0.30000000000000004,F08A|B,0.003
0.30000000000000004,B78A|B|C,0.001
0.30000000000000004,R03A|B|C,0.001
0.30000000000000004,I64A|B,0.0
0.30000000000000004,N04A|B,0.0
0.30000000000000004,F41A|B,0.0
0.30000000000000004,B03A|B,0.003
0.30000000000000004,B68A|B,0.002
0.30000000000000004,F68Z,0.011
